,scientific_name,park_name,observations,category,common_names
4421,Setaria pumila,GSMNP,81,Vascular Plant,"Cattail Grass, Yellow Bristle Grass, Yellow Bristlegrass"
4422,Setaria pumila,YeNP,230,Vascular Plant,Glaucous Foxtail
4423,Setaria pumila,YeNP,230,Vascular Plant,"Cattail Grass, Yellow Bristle Grass, Yellow Bristlegrass"
4424,Setaria pumila,YeNP,249,Vascular Plant,Glaucous Foxtail
4425,Setaria pumila,YeNP,249,Vascular Plant,"Cattail Grass, Yellow Bristle Grass, Yellow Bristlegrass"
4426,Setaria pumila,BNP,88,Vascular Plant,Glaucous Foxtail
4427,Setaria pumila,BNP,88,Vascular Plant,"Cattail Grass, Yellow Bristle Grass, Yellow Bristlegrass"
4428,Setaria pumila,GSMNP,82,Vascular Plant,Glaucous Foxtail
4429,Setaria pumila,GSMNP,82,Vascular Plant,"Cattail Grass, Yellow Bristle Grass, Yellow Bristlegrass"
4430,Setaria pumila,BNP,85,Vascular Plant,Glaucous Foxtail
4431,Setaria pumila,BNP,85,Vascular Plant,"Cattail Grass, Yellow Bristle Grass, Yellow Bristlegrass"
4432,Camissonia lacustris,BNP,101,Vascular Plant,Grassland Suncup
4433,Camissonia lacustris,YNP,154,Vascular Plant,Grassland Suncup
4434,Camissonia lacustris,GSMNP,85,Vascular Plant,Grassland Suncup
4435,Camissonia lacustris,YeNP,265,Vascular Plant,Grassland Suncup
4436,Anemone tetonensis,GSMNP,70,Vascular Plant,Teton Anemone
4437,Anemone tetonensis,YeNP,239,Vascular Plant,Teton Anemone
4438,Anemone tetonensis,BNP,125,Vascular Plant,Teton Anemone
4439,Anemone tetonensis,YNP,101,Vascular Plant,Teton Anemone
4440,Clematis ochroleuca,GSMNP,92,Vascular Plant,Curlyheads
4441,Clematis ochroleuca,YeNP,252,Vascular Plant,Curlyheads
4442,Clematis ochroleuca,YNP,173,Vascular Plant,Curlyheads
4443,Clematis ochroleuca,BNP,118,Vascular Plant,Curlyheads
4444,Ptelea trifoliata,YNP,154,Vascular Plant,Common Hoptree
4445,Ptelea trifoliata,YeNP,268,Vascular Plant,Common Hoptree
4446,Ptelea trifoliata,GSMNP,44,Vascular Plant,Common Hoptree
4447,Ptelea trifoliata,BNP,93,Vascular Plant,Common Hoptree
4448,Lepomis auritus,GSMNP,77,Fish,Redbreast Sunfish
4449,Lepomis auritus,YeNP,266,Fish,Redbreast Sunfish
4450,Lepomis auritus,YNP,127,Fish,Redbreast Sunfish
4451,Lepomis auritus,BNP,103,Fish,Redbreast Sunfish
4452,Chaenactis glabriuscula var. heterocarpha,GSMNP,95,Vascular Plant,Yellow Pincushion
4453,Chaenactis glabriuscula var. heterocarpha,BNP,88,Vascular Plant,Yellow Pincushion
4454,Chaenactis glabriuscula var. heterocarpha,YNP,179,Vascular Plant,Yellow Pincushion
4455,Chaenactis glabriuscula var. heterocarpha,YeNP,268,Vascular Plant,Yellow Pincushion
4456,Ivesia gordonii,YeNP,253,Vascular Plant,Gordon's Ivesia
4457,Ivesia gordonii,BNP,85,Vascular Plant,Gordon's Ivesia
4458,Ivesia gordonii,YNP,135,Vascular Plant,Gordon's Ivesia
4459,Ivesia gordonii,GSMNP,107,Vascular Plant,Gordon's Ivesia
4460,Photinia pyrifolia,YNP,188,Vascular Plant,Red Chokeberry
4461,Photinia pyrifolia,YeNP,250,Vascular Plant,Red Chokeberry
4462,Photinia pyrifolia,BNP,135,Vascular Plant,Red Chokeberry
4463,Photinia pyrifolia,GSMNP,68,Vascular Plant,Red Chokeberry
4464,Eryngium yuccifolium,YeNP,242,Vascular Plant,Rattlesnake-Master
4465,Eryngium yuccifolium,YNP,133,Vascular Plant,Rattlesnake-Master
4466,Eryngium yuccifolium,BNP,92,Vascular Plant,Rattlesnake-Master
4467,Eryngium yuccifolium,GSMNP,91,Vascular Plant,Rattlesnake-Master
4468,Arabis lemmonii var. depauperata,YeNP,259,Vascular Plant,Soldier Rockcress
4469,Arabis lemmonii var. depauperata,YNP,127,Vascular Plant,Soldier Rockcress
4470,Arabis lemmonii var. depauperata,GSMNP,67,Vascular Plant,Soldier Rockcress
4471,Arabis lemmonii var. depauperata,BNP,102,Vascular Plant,Soldier Rockcress
4472,Oxypolis occidentalis,BNP,121,Vascular Plant,Western Cowbane
4473,Oxypolis occidentalis,GSMNP,51,Vascular Plant,Western Cowbane
4474,Oxypolis occidentalis,YNP,142,Vascular Plant,Western Cowbane
4475,Oxypolis occidentalis,YeNP,242,Vascular Plant,Western Cowbane
4476,Salix jepsonii,BNP,96,Vascular Plant,Jepson's Willow
4477,Salix jepsonii,GSMNP,53,Vascular Plant,Jepson's Willow
4478,Salix jepsonii,YNP,191,Vascular Plant,Jepson's Willow
4479,Salix jepsonii,YeNP,229,Vascular Plant,Jepson's Willow
4480,Cannabis sativa,YeNP,248,Vascular Plant,"Hemp, Marijuana, Marijuana"
4481,Cannabis sativa,YeNP,248,Vascular Plant,"Grass, Hashish, Hemp, Marijuana, Mary Jane, Pot"
4482,Cannabis sativa,GSMNP,81,Vascular Plant,"Hemp, Marijuana, Marijuana"
4483,Cannabis sativa,GSMNP,81,Vascular Plant,"Grass, Hashish, Hemp, Marijuana, Mary Jane, Pot"
4484,Cannabis sativa,YeNP,252,Vascular Plant,"Hemp, Marijuana, Marijuana"
4485,Cannabis sativa,YeNP,252,Vascular Plant,"Grass, Hashish, Hemp, Marijuana, Mary Jane, Pot"
4486,Cannabis sativa,BNP,116,Vascular Plant,"Hemp, Marijuana, Marijuana"
4487,Cannabis sativa,BNP,116,Vascular Plant,"Grass, Hashish, Hemp, Marijuana, Mary Jane, Pot"
4488,Cannabis sativa,YNP,157,Vascular Plant,"Hemp, Marijuana, Marijuana"
4489,Cannabis sativa,YNP,157,Vascular Plant,"Grass, Hashish, Hemp, Marijuana, Mary Jane, Pot"
4490,Cannabis sativa,BNP,113,Vascular Plant,"Hemp, Marijuana, Marijuana"
4491,Cannabis sativa,BNP,113,Vascular Plant,"Grass, Hashish, Hemp, Marijuana, Mary Jane, Pot"
4492,Cannabis sativa,YNP,141,Vascular Plant,"Hemp, Marijuana, Marijuana"
4493,Cannabis sativa,YNP,141,Vascular Plant,"Grass, Hashish, Hemp, Marijuana, Mary Jane, Pot"
4494,Cannabis sativa,GSMNP,53,Vascular Plant,"Hemp, Marijuana, Marijuana"
4495,Cannabis sativa,GSMNP,53,Vascular Plant,"Grass, Hashish, Hemp, Marijuana, Mary Jane, Pot"
4496,Boehmeria cylindrica,BNP,84,Vascular Plant,"Button-Hemp, False Nettle, False Nettle"
4497,Boehmeria cylindrica,YNP,177,Vascular Plant,"Button-Hemp, False Nettle, False Nettle"
4498,Boehmeria cylindrica,YeNP,264,Vascular Plant,"Button-Hemp, False Nettle, False Nettle"
4499,Boehmeria cylindrica,GSMNP,125,Vascular Plant,"Button-Hemp, False Nettle, False Nettle"
4500,Heuchera americana,BNP,104,Vascular Plant,"Alumroot, American Alumroot"
4501,Heuchera americana,GSMNP,111,Vascular Plant,"Alumroot, American Alumroot"
4502,Heuchera americana,YNP,163,Vascular Plant,"Alumroot, American Alumroot"
4503,Heuchera americana,YeNP,265,Vascular Plant,"Alumroot, American Alumroot"
4504,Solidago erecta,GSMNP,86,Vascular Plant,Slender Golden-Rod
4505,Solidago erecta,BNP,105,Vascular Plant,Slender Golden-Rod
4506,Solidago erecta,YeNP,218,Vascular Plant,Slender Golden-Rod
4507,Solidago erecta,YNP,155,Vascular Plant,Slender Golden-Rod
4508,Erechtites hieraciifolia var. hieraciifolia,BNP,87,Vascular Plant,American Burnweed
4509,Erechtites hieraciifolia var. hieraciifolia,YNP,172,Vascular Plant,American Burnweed
4510,Erechtites hieraciifolia var. hieraciifolia,YeNP,278,Vascular Plant,American Burnweed
4511,Erechtites hieraciifolia var. hieraciifolia,GSMNP,69,Vascular Plant,American Burnweed
4512,Lupinus breweri var. breweri,YeNP,261,Vascular Plant,Brewer's Lupine
4513,Lupinus breweri var. breweri,YNP,107,Vascular Plant,Brewer's Lupine
4514,Lupinus breweri var. breweri,GSMNP,32,Vascular Plant,Brewer's Lupine
4515,Lupinus breweri var. breweri,BNP,101,Vascular Plant,Brewer's Lupine
4516,Rubus discolor,YeNP,225,Vascular Plant,"Himalaya Blackberry, Himalayan Blackberry"
4517,Rubus discolor,YNP,176,Vascular Plant,"Himalaya Blackberry, Himalayan Blackberry"
4518,Rubus discolor,GSMNP,66,Vascular Plant,"Himalaya Blackberry, Himalayan Blackberry"
4519,Rubus discolor,BNP,89,Vascular Plant,"Himalaya Blackberry, Himalayan Blackberry"
4520,Silene noctiflora,BNP,112,Vascular Plant,Nightflowering Silene
4521,Silene noctiflora,YNP,135,Vascular Plant,Nightflowering Silene
4522,Silene noctiflora,YeNP,265,Vascular Plant,Nightflowering Silene
4523,Silene noctiflora,GSMNP,79,Vascular Plant,Nightflowering Silene
4524,Daucus carota,YNP,160,Vascular Plant,"Queen Anne's Lace, Wild Carrot"
4525,Daucus carota,YNP,160,Vascular Plant,"Bird's Nest, Queen Anne's Lace, Wild Carrot"
4526,Daucus carota,GSMNP,76,Vascular Plant,"Queen Anne's Lace, Wild Carrot"
4527,Daucus carota,GSMNP,76,Vascular Plant,"Bird's Nest, Queen Anne's Lace, Wild Carrot"
4528,Daucus carota,BNP,123,Vascular Plant,"Queen Anne's Lace, Wild Carrot"
4529,Daucus carota,BNP,123,Vascular Plant,"Bird's Nest, Queen Anne's Lace, Wild Carrot"
4530,Daucus carota,BNP,89,Vascular Plant,"Queen Anne's Lace, Wild Carrot"
4531,Daucus carota,BNP,89,Vascular Plant,"Bird's Nest, Queen Anne's Lace, Wild Carrot"
4532,Daucus carota,YeNP,247,Vascular Plant,"Queen Anne's Lace, Wild Carrot"
4533,Daucus carota,YeNP,247,Vascular Plant,"Bird's Nest, Queen Anne's Lace, Wild Carrot"
4534,Daucus carota,YNP,134,Vascular Plant,"Queen Anne's Lace, Wild Carrot"
4535,Daucus carota,YNP,134,Vascular Plant,"Bird's Nest, Queen Anne's Lace, Wild Carrot"
4536,Daucus carota,YeNP,230,Vascular Plant,"Queen Anne's Lace, Wild Carrot"
4537,Daucus carota,YeNP,230,Vascular Plant,"Bird's Nest, Queen Anne's Lace, Wild Carrot"
4538,Daucus carota,GSMNP,98,Vascular Plant,"Queen Anne's Lace, Wild Carrot"
4539,Daucus carota,GSMNP,98,Vascular Plant,"Bird's Nest, Queen Anne's Lace, Wild Carrot"
4540,Arisaema triphyllum ssp. quinatum,YNP,193,Vascular Plant,Jack In The Pulpit
4541,Arisaema triphyllum ssp. quinatum,GSMNP,103,Vascular Plant,Jack In The Pulpit
4542,Arisaema triphyllum ssp. quinatum,BNP,115,Vascular Plant,Jack In The Pulpit
4543,Arisaema triphyllum ssp. quinatum,YeNP,259,Vascular Plant,Jack In The Pulpit
4544,Oxytropis deflexa var. foliolosa,GSMNP,83,Vascular Plant,"Nodding Locoweed, Pendant-Pod Crazyweed, Pendantpod Locoweed"
4545,Oxytropis deflexa var. foliolosa,YeNP,237,Vascular Plant,"Nodding Locoweed, Pendant-Pod Crazyweed, Pendantpod Locoweed"
4546,Oxytropis deflexa var. foliolosa,YNP,152,Vascular Plant,"Nodding Locoweed, Pendant-Pod Crazyweed, Pendantpod Locoweed"
4547,Oxytropis deflexa var. foliolosa,BNP,133,Vascular Plant,"Nodding Locoweed, Pendant-Pod Crazyweed, Pendantpod Locoweed"
4548,Antennaria lanata,BNP,99,Vascular Plant,Woolly Pussytoes
4549,Antennaria lanata,GSMNP,80,Vascular Plant,Woolly Pussytoes
4550,Antennaria lanata,YNP,159,Vascular Plant,Woolly Pussytoes
4551,Antennaria lanata,YeNP,287,Vascular Plant,Woolly Pussytoes
4552,Paraleucobryum longifolium,BNP,124,Nonvascular Plant,Longleaf Paraleucobryum Moss
4553,Paraleucobryum longifolium,GSMNP,74,Nonvascular Plant,Longleaf Paraleucobryum Moss
4554,Paraleucobryum longifolium,YNP,144,Nonvascular Plant,Longleaf Paraleucobryum Moss
4555,Paraleucobryum longifolium,YeNP,201,Nonvascular Plant,Longleaf Paraleucobryum Moss
4556,Achnatherum occidentale ssp. californicum,BNP,77,Vascular Plant,California Needlegrass
4557,Achnatherum occidentale ssp. californicum,GSMNP,93,Vascular Plant,California Needlegrass
4558,Achnatherum occidentale ssp. californicum,YeNP,235,Vascular Plant,California Needlegrass
4559,Achnatherum occidentale ssp. californicum,YNP,174,Vascular Plant,California Needlegrass
4560,Hypnum lindbergii,YNP,162,Nonvascular Plant,Lindberg's Hypnum Moss
4561,Hypnum lindbergii,YeNP,237,Nonvascular Plant,Lindberg's Hypnum Moss
4562,Hypnum lindbergii,BNP,110,Nonvascular Plant,Lindberg's Hypnum Moss
4563,Hypnum lindbergii,GSMNP,85,Nonvascular Plant,Lindberg's Hypnum Moss
4564,Woodsia scopulina,YNP,135,Vascular Plant,"Rocky Mountain Cliff Fern, Rocky Mountain Woodsia"
4565,Woodsia scopulina,YeNP,245,Vascular Plant,"Rocky Mountain Cliff Fern, Rocky Mountain Woodsia"
4566,Woodsia scopulina,GSMNP,92,Vascular Plant,"Rocky Mountain Cliff Fern, Rocky Mountain Woodsia"
4567,Woodsia scopulina,BNP,83,Vascular Plant,"Rocky Mountain Cliff Fern, Rocky Mountain Woodsia"
4568,Thamnophis elegans vagrans,BNP,107,Reptile,Wandering Garter Snake
4569,Thamnophis elegans vagrans,YeNP,237,Reptile,Wandering Garter Snake
4570,Thamnophis elegans vagrans,GSMNP,70,Reptile,Wandering Garter Snake
4571,Thamnophis elegans vagrans,YNP,172,Reptile,Wandering Garter Snake
4572,Parnassia asarifolia,GSMNP,45,Vascular Plant,"Grass-Of-Parnassus, Kidneyleaf Grass-Of-Parnassus"
4573,Parnassia asarifolia,YNP,138,Vascular Plant,"Grass-Of-Parnassus, Kidneyleaf Grass-Of-Parnassus"
4574,Parnassia asarifolia,BNP,117,Vascular Plant,"Grass-Of-Parnassus, Kidneyleaf Grass-Of-Parnassus"
4575,Parnassia asarifolia,YeNP,271,Vascular Plant,"Grass-Of-Parnassus, Kidneyleaf Grass-Of-Parnassus"
4576,Taraxacum laevigatum,GSMNP,114,Vascular Plant,Red-Seeded Dandelion
4577,Taraxacum laevigatum,GSMNP,114,Vascular Plant,"Red-Seed Dandelion, Rock Dandelion"
4578,Taraxacum laevigatum,GSMNP,73,Vascular Plant,Red-Seeded Dandelion
4579,Taraxacum laevigatum,GSMNP,73,Vascular Plant,"Red-Seed Dandelion, Rock Dandelion"
4580,Taraxacum laevigatum,BNP,100,Vascular Plant,Red-Seeded Dandelion
4581,Taraxacum laevigatum,BNP,100,Vascular Plant,"Red-Seed Dandelion, Rock Dandelion"
4582,Taraxacum laevigatum,YeNP,252,Vascular Plant,Red-Seeded Dandelion
4583,Taraxacum laevigatum,YeNP,252,Vascular Plant,"Red-Seed Dandelion, Rock Dandelion"
4584,Taraxacum laevigatum,BNP,51,Vascular Plant,Red-Seeded Dandelion
4585,Taraxacum laevigatum,BNP,51,Vascular Plant,"Red-Seed Dandelion, Rock Dandelion"
4586,Taraxacum laevigatum,YeNP,205,Vascular Plant,Red-Seeded Dandelion
4587,Taraxacum laevigatum,YeNP,205,Vascular Plant,"Red-Seed Dandelion, Rock Dandelion"
4588,Taraxacum laevigatum,YNP,162,Vascular Plant,Red-Seeded Dandelion
4589,Taraxacum laevigatum,YNP,162,Vascular Plant,"Red-Seed Dandelion, Rock Dandelion"
4590,Taraxacum laevigatum,YNP,141,Vascular Plant,Red-Seeded Dandelion
4591,Taraxacum laevigatum,YNP,141,Vascular Plant,"Red-Seed Dandelion, Rock Dandelion"
4592,Veronica peregrina ssp. xalapensis,YeNP,255,Vascular Plant,"Hairy Purslane Speedwell, Neckweed"
4593,Veronica peregrina ssp. xalapensis,GSMNP,95,Vascular Plant,"Hairy Purslane Speedwell, Neckweed"
4594,Veronica peregrina ssp. xalapensis,BNP,52,Vascular Plant,"Hairy Purslane Speedwell, Neckweed"
4595,Veronica peregrina ssp. xalapensis,YNP,123,Vascular Plant,"Hairy Purslane Speedwell, Neckweed"
4596,Platanthera peramoena,YeNP,251,Vascular Plant,Purple Fringeless Orchid
4597,Platanthera peramoena,BNP,61,Vascular Plant,Purple Fringeless Orchid
4598,Platanthera peramoena,GSMNP,78,Vascular Plant,Purple Fringeless Orchid
4599,Platanthera peramoena,YNP,122,Vascular Plant,Purple Fringeless Orchid
4600,Canis rufus,BNP,30,Mammal,Red Wolf
4601,Canis rufus,YNP,34,Mammal,Red Wolf
4602,Canis rufus,GSMNP,13,Mammal,Red Wolf
4603,Canis rufus,YeNP,60,Mammal,Red Wolf
4604,Polytrichum juniperinum,GSMNP,92,Nonvascular Plant,Juniper Polytrichum Moss
4605,Polytrichum juniperinum,YNP,138,Nonvascular Plant,Juniper Polytrichum Moss
4606,Polytrichum juniperinum,YeNP,243,Nonvascular Plant,Juniper Polytrichum Moss
4607,Polytrichum juniperinum,BNP,101,Nonvascular Plant,Juniper Polytrichum Moss
4608,Spiranthes tuberosa,YeNP,262,Vascular Plant,"Little Ladies'-Tresses, Little Lady's Tresses"
4609,Spiranthes tuberosa,BNP,114,Vascular Plant,"Little Ladies'-Tresses, Little Lady's Tresses"
4610,Spiranthes tuberosa,GSMNP,107,Vascular Plant,"Little Ladies'-Tresses, Little Lady's Tresses"
4611,Spiranthes tuberosa,YNP,152,Vascular Plant,"Little Ladies'-Tresses, Little Lady's Tresses"
4612,Agoseris grandiflora,BNP,107,Vascular Plant,"Bigflower Agoseris, Shortbeak Agoseris"
4613,Agoseris grandiflora,GSMNP,68,Vascular Plant,"Bigflower Agoseris, Shortbeak Agoseris"
4614,Agoseris grandiflora,YNP,181,Vascular Plant,"Bigflower Agoseris, Shortbeak Agoseris"
4615,Agoseris grandiflora,YeNP,221,Vascular Plant,"Bigflower Agoseris, Shortbeak Agoseris"
4616,Gastrophryne carolinensis,GSMNP,84,Amphibian,Eastern Narrow-Mouthed Toad
4617,Gastrophryne carolinensis,BNP,88,Amphibian,Eastern Narrow-Mouthed Toad
4618,Gastrophryne carolinensis,YNP,132,Amphibian,Eastern Narrow-Mouthed Toad
4619,Gastrophryne carolinensis,YeNP,235,Amphibian,Eastern Narrow-Mouthed Toad
4620,Porterella carnosula,YNP,167,Vascular Plant,"Fleshy Porterella, Porterplant"
4621,Porterella carnosula,BNP,76,Vascular Plant,"Fleshy Porterella, Porterplant"
4622,Porterella carnosula,GSMNP,60,Vascular Plant,"Fleshy Porterella, Porterplant"
4623,Porterella carnosula,YeNP,254,Vascular Plant,"Fleshy Porterella, Porterplant"
4624,Galactia volubilis,BNP,145,Vascular Plant,Downy Milkpea
4625,Galactia volubilis,GSMNP,120,Vascular Plant,Downy Milkpea
4626,Galactia volubilis,YNP,159,Vascular Plant,Downy Milkpea
4627,Galactia volubilis,YeNP,247,Vascular Plant,Downy Milkpea
4628,Prenanthes alba,GSMNP,90,Vascular Plant,"White Rattlesnakeroot, White Rattlesnake-Root"
4629,Prenanthes alba,YNP,149,Vascular Plant,"White Rattlesnakeroot, White Rattlesnake-Root"
4630,Prenanthes alba,YeNP,238,Vascular Plant,"White Rattlesnakeroot, White Rattlesnake-Root"
4631,Prenanthes alba,BNP,105,Vascular Plant,"White Rattlesnakeroot, White Rattlesnake-Root"
4632,Symphyotrichum dumosum var. dumosum,GSMNP,95,Vascular Plant,Rice Button Aster
4633,Symphyotrichum dumosum var. dumosum,BNP,93,Vascular Plant,Rice Button Aster
4634,Symphyotrichum dumosum var. dumosum,YNP,151,Vascular Plant,Rice Button Aster
4635,Symphyotrichum dumosum var. dumosum,YeNP,239,Vascular Plant,Rice Button Aster
4636,Lithospermum canescens,BNP,70,Vascular Plant,"Hoary Puccoon, Orange Puccoon"
4637,Lithospermum canescens,YeNP,273,Vascular Plant,"Hoary Puccoon, Orange Puccoon"
4638,Lithospermum canescens,GSMNP,73,Vascular Plant,"Hoary Puccoon, Orange Puccoon"
4639,Lithospermum canescens,YNP,158,Vascular Plant,"Hoary Puccoon, Orange Puccoon"
4640,Castor canadensis,GSMNP,95,Mammal,"American Beaver, Beaver"
4641,Castor canadensis,GSMNP,95,Mammal,American Beaver
4642,Castor canadensis,GSMNP,95,Mammal,Beaver
4643,Castor canadensis,GSMNP,62,Mammal,"American Beaver, Beaver"
4644,Castor canadensis,GSMNP,62,Mammal,American Beaver
4645,Castor canadensis,GSMNP,62,Mammal,Beaver
4646,Castor canadensis,YeNP,183,Mammal,"American Beaver, Beaver"
4647,Castor canadensis,YeNP,183,Mammal,American Beaver
4648,Castor canadensis,YeNP,183,Mammal,Beaver
4649,Castor canadensis,BNP,70,Mammal,"American Beaver, Beaver"
4650,Castor canadensis,BNP,70,Mammal,American Beaver
4651,Castor canadensis,BNP,70,Mammal,Beaver
4652,Castor canadensis,YeNP,256,Mammal,"American Beaver, Beaver"
4653,Castor canadensis,YeNP,256,Mammal,American Beaver
4654,Castor canadensis,YeNP,256,Mammal,Beaver
4655,Castor canadensis,YNP,149,Mammal,"American Beaver, Beaver"
4656,Castor canadensis,YNP,149,Mammal,American Beaver
4657,Castor canadensis,YNP,149,Mammal,Beaver
4658,Castor canadensis,YeNP,264,Mammal,"American Beaver, Beaver"
4659,Castor canadensis,YeNP,264,Mammal,American Beaver
4660,Castor canadensis,YeNP,264,Mammal,Beaver
4661,Castor canadensis,BNP,105,Mammal,"American Beaver, Beaver"
4662,Castor canadensis,BNP,105,Mammal,American Beaver
4663,Castor canadensis,BNP,105,Mammal,Beaver
4664,Castor canadensis,YNP,191,Mammal,"American Beaver, Beaver"
4665,Castor canadensis,YNP,191,Mammal,American Beaver
4666,Castor canadensis,YNP,191,Mammal,Beaver
4667,Castor canadensis,BNP,103,Mammal,"American Beaver, Beaver"
4668,Castor canadensis,BNP,103,Mammal,American Beaver
4669,Castor canadensis,BNP,103,Mammal,Beaver
4670,Castor canadensis,GSMNP,86,Mammal,"American Beaver, Beaver"
4671,Castor canadensis,GSMNP,86,Mammal,American Beaver
4672,Castor canadensis,GSMNP,86,Mammal,Beaver
4673,Castor canadensis,YNP,161,Mammal,"American Beaver, Beaver"
4674,Castor canadensis,YNP,161,Mammal,American Beaver
4675,Castor canadensis,YNP,161,Mammal,Beaver
4676,Erechtites hieraciifolia,YNP,160,Vascular Plant,American Burnweed
4677,Erechtites hieraciifolia,YeNP,243,Vascular Plant,American Burnweed
4678,Erechtites hieraciifolia,BNP,109,Vascular Plant,American Burnweed
4679,Erechtites hieraciifolia,GSMNP,69,Vascular Plant,American Burnweed
4680,Ligustrum vulgare,YeNP,250,Vascular Plant,"Common Privet, European Privet"
4681,Ligustrum vulgare,YNP,144,Vascular Plant,"Common Privet, European Privet"
4682,Ligustrum vulgare,BNP,106,Vascular Plant,"Common Privet, European Privet"
4683,Ligustrum vulgare,GSMNP,99,Vascular Plant,"Common Privet, European Privet"
4684,Cerastium glomeratum,BNP,94,Vascular Plant,"Mouse-Ear Chickweed, Sticky Mouse-Ear Chickweed"
4685,Cerastium glomeratum,BNP,94,Vascular Plant,Sticky Chickweed
4686,Cerastium glomeratum,YeNP,264,Vascular Plant,"Mouse-Ear Chickweed, Sticky Mouse-Ear Chickweed"
4687,Cerastium glomeratum,YeNP,264,Vascular Plant,Sticky Chickweed
4688,Cerastium glomeratum,GSMNP,63,Vascular Plant,"Mouse-Ear Chickweed, Sticky Mouse-Ear Chickweed"
4689,Cerastium glomeratum,GSMNP,63,Vascular Plant,Sticky Chickweed
4690,Cerastium glomeratum,BNP,125,Vascular Plant,"Mouse-Ear Chickweed, Sticky Mouse-Ear Chickweed"
4691,Cerastium glomeratum,BNP,125,Vascular Plant,Sticky Chickweed
4692,Cerastium glomeratum,YeNP,225,Vascular Plant,"Mouse-Ear Chickweed, Sticky Mouse-Ear Chickweed"
4693,Cerastium glomeratum,YeNP,225,Vascular Plant,Sticky Chickweed
4694,Cerastium glomeratum,YNP,132,Vascular Plant,"Mouse-Ear Chickweed, Sticky Mouse-Ear Chickweed"
4695,Cerastium glomeratum,YNP,132,Vascular Plant,Sticky Chickweed
4696,Cerastium glomeratum,GSMNP,57,Vascular Plant,"Mouse-Ear Chickweed, Sticky Mouse-Ear Chickweed"
